path,top_area,last_modified,signals,recommendation
docs/quality/BYS360_P14F1_MOBILE_API_BLUEPRINT_NAME_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_P14F2_MOBILE_API_ROUTE_REGISTRAR_ADAPTER.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_P14F4_SOURCE_AWARE_EXISTING_ASSISTANT_RESTORE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_P14J2_PERFORMANCE_ARCHIVE_CORPORATE_TEMPLATE_RESTORE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_P14J_PERFORMANCE_ARCHIVE_TEMPLATE_RESTORE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY9_CI_TEST_DEPENDENCY_GATE_V2.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY9_CI_TEST_THRESHOLD_AUTH_SESSION_GATE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P10_2_FINAL_P1_DECISION.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P10_REMAINING_P1_TRIAGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B1A_MOBILE_ROUTES_DECORATOR_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B1_MOBILE_ROUTES_SPLIT_CANDIDATES.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B2_MOBILE_UTILITY_ROUTES_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B3_MOBILE_LIGHT_READ_ROUTES_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B4_MOBILE_DETAIL_READ_ROUTES_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B5_MOBILE_SUPPORT_SURVEY_READ_ROUTES_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B6_MOBILE_COMMUNICATION_READ_ROUTES_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B7_MOBILE_COMMUNICATION_V2_READ_ROUTE_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B8_MOBILE_ROUTES_REMAINING_REFRESH.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B9_MOBILE_PERFORMANCE_READ_ROUTES_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_B_MOBILE_ROUTES_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_C1_MOBILE_PERFORMANCE_READ_ROUTES_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_C2_MOBILE_PERFORMANCE_ROUTES_REMAINING_REFRESH.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_C_MOBILE_PERFORMANCE_ROUTES_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_D1_MENU_REGISTRY_DATA_CANDIDATES.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_D3_MENU_SECTIONS_BRIDGE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_D_MENU_REGISTRY_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_E1_EFFECTIVE_MENU_DEPENDENCY_CANDIDATES.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_E_EFFECTIVE_MENU_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_F1_SETTINGS_STYLE_PARTIAL.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_F_SETTINGS_TEMPLATE_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_G2_EVALUATION_STYLE_PARTIAL.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_G_EVALUATION_TEMPLATE_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_H1_CSS_WRAPPER_SPLIT.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_H_CSS_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P11_REFACTOR_PLAN.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P12_A1_TECHNICAL_UI_TERM_INVENTORY_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P12_A_TECHNICAL_UI_TERM_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P12_B_TECHNICAL_UI_TERM_DECISION.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_A2_EFFECTIVE_P1_CLOSURE_MAP_CORRECTED.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_A3_EFFECTIVE_P1_CLOSURE_FROM_P7.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_A_EFFECTIVE_P1_CLOSURE_MAP.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_B_REPAIR_SCRIPT_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_C_REPAIR_SCRIPT_ARCHIVE_DRYRUN.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_E2_P12B_LAST_P0_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_E_ANALYSIS_SCRIPT_P0_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_F2_REPAIR_INVENTORY_LOGGER_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_F3_REPAIR_INVENTORY_FORCE_LOGGING_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P13_F_REPAIR_INVENTORY_EXCEPT_LOG_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_A_ASSISTANT_JS_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_B_ASSISTANT_JS_SPLIT_DECISION.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_C_ASSISTANT_JS_HELPER_SPLIT_DRYRUN.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_D_ASSISTANT_JS_SPLIT_READINESS.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_E_ASSISTANT_JS_HELPER_SPLIT_APPLY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_F_ASSISTANT_JS_SPLIT_VERIFICATION.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_G2_SELF_P0_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_G_P0_SILENT_EXCEPT_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_H2_SELF_EXCEPT_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_H_P1_CLEANUP.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P14_I_FINAL_CLOSURE_REPORT.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P1_NOTLARI.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P1_ROLLBACK_NOTU.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P3_CLEAN_AUDIT_EXCLUDE_BACKUPS.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P4_NEXT_TARGET_FINDER.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P5_SINGLE_BLOCK_BIG_FILE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P6_EXACT_LINE_FINAL_P0.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P7_P1_ANALYSIS.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P8_1_P1_EXCEPT_SINGLE_LINE_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P8_P1_EXCEPT_WITHOUT_LOG.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P9_3_MOBILE_INTERNAL_NAMING.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P9_4_FLUTTER_ANALYZE_INFO_FIX.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_QUALITY_10_10_P9_TECHNICAL_UI_TERM_ANALYSIS.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_REPO_HYGIENE_P0_2_V2_17_3_NOTES.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_REPO_HYGIENE_P1_V2_17_53_README.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_SCORECARD_TARGETS.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_SCORE_100_QUALITY_GATE_V1_KULLANIM.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_SCORE_UPLIFT_ROADMAP.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_UX1_SIMPLE_SCREEN_GUIDE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_UX1_SIMPLE_SCREEN_GUIDE_V1B.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/README_BYS360_MOBILE_CONTRACT_REGRESSION_RECOVERY_V1.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/README_BYS360_MOBILE_CONTRACT_RUNTIME_IMPORT_FIX_V2.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/release/BYS360_RELEASE_DISCIPLINE_V1.md,release,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/BYS360_P0B_SECRET_GATE_PRECISION_NOTES.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/BYS360_P0C_SOURCE_SECRET_SANITIZER_NOTES.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/BYS360_P0D_GATE_PRECISION_V2_NOTES.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/BYS360_PHASE1_BLEEDING_STOP_RUNBOOK.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/BYS360_SECRET_RELEASE_GUIDE.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/BYS360_TCKN_FIELD_ENCRYPTION_DECISION_V1A.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/SECURE_RELEASE_SECRET_CLEAN_V1_1_RUNBOOK.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/security/SECURE_RELEASE_SECRET_CLEAN_V1_2_RUNBOOK.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_MOBILE_CONTRACT_REGRESSION_RECOVERY_V1_REPORT.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_MOBILE_CONTRACT_RUNTIME_IMPORT_FIX_V2_REPORT.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2A_ARCHITECTURE_DEBT_MAP.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2A_ARCHITECTURE_DEBT_MAP.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2B_ROUTE_SNAPSHOT_CONTRACT.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2B_ROUTE_SNAPSHOT_CONTRACT.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C2_FINAL_CLOSURE_EVIDENCE.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C2_FINAL_CLOSURE_EVIDENCE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C2_MOBILE_SHARED_WILDCARD_IMPORT_APPLY.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C2_MOBILE_SHARED_WILDCARD_IMPORT_APPLY.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C3_AUTH_EXPLICIT_IMPORT_APPLY.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C3_AUTH_EXPLICIT_IMPORT_APPLY.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C3_FINAL_CLOSURE_EVIDENCE.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C3_FINAL_CLOSURE_EVIDENCE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C4_FACADE_EXCEPTION_CLOSURE_EVIDENCE.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C4_FACADE_EXCEPTION_CLOSURE_EVIDENCE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C4_MOBILE_ROUTES_SHARED_FACADE_APPLY.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C4_MOBILE_ROUTES_SHARED_FACADE_APPLY.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C5_NEXT_LOW_RISK_WILDCARD_BATCH_APPLY.json,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/architecture/BYS360_PHASE2C5_NEXT_LOW_RISK_WILDCARD_BATCH_APPLY.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7A_LOCAL_LIVE_READINESS_BASELINE.json,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7A_LOCAL_LIVE_READINESS_BASELINE.md,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7B_ROLLBACK_BACKUP_PLAN.json,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7B_ROLLBACK_BACKUP_PLAN.md,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7C_PRELIVE_BACKUP_SCRIPT_REGISTER.json,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7C_PRELIVE_BACKUP_SCRIPT_REGISTER.md,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7D_V2_LOCAL_SMOKE_TEST_CONTRACT.json,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7D_V2_LOCAL_SMOKE_TEST_CONTRACT.md,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7D_V3_LOCAL_SMOKE_TEST_CONTRACT.json,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7D_V3_LOCAL_SMOKE_TEST_CONTRACT.md,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7F_GO_NO_GO_FINAL_DECISION.json,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A7F_GO_NO_GO_FINAL_DECISION.md,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A8A_LIVE_CUTOVER_CONTROL_CHECKLIST.json,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/live_readiness/BYS360_A8A_LIVE_CUTOVER_CONTROL_CHECKLIST.md,live_readiness,2026-07-08,none,ARCHIVE_CANDIDATE
reports/portal/BYS360_SOCIAL_MEDIA_AUTO_IMPORT_V3B4_LAST_REPORT.json,portal,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A10R2_FINAL_TECH_DEBT_EVIDENCE_CLEAN_ZIP.json,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A10R2_FINAL_TECH_DEBT_EVIDENCE_CLEAN_ZIP.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A10R3_CANONICAL_EVIDENCE_MANIFEST.json,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A10R3_CANONICAL_EVIDENCE_MANIFEST.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A11C_WARNING_ZERO_FINAL_EVIDENCE.json,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A11C_WARNING_ZERO_FINAL_EVIDENCE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A12F_UI_TECHNICAL_LANGUAGE_FINAL_EVIDENCE.json,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A12F_UI_TECHNICAL_LANGUAGE_FINAL_EVIDENCE.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A13A_UI_DESIGN_SYSTEM_INVENTORY.json,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A13A_UI_DESIGN_SYSTEM_INVENTORY.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A13B_UI_DESIGN_SYSTEM_CONSOLIDATION_PLAN.json,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_A13B_UI_DESIGN_SYSTEM_CONSOLIDATION_PLAN.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_SCORE100_FINAL_PASS_92_REPORT.json,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/quality/BYS360_SCORE100_FINAL_PASS_92_REPORT.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
reports/security/BYS360_10_10_RED_GATE_V1_LOCAL_CLOSURE.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
reports/security/BYS360_A6G_CSP_CSRF_RISK_CLASSIFICATION.json,security,2026-07-08,none,ARCHIVE_CANDIDATE
reports/security/BYS360_A6G_CSP_CSRF_RISK_CLASSIFICATION.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
reports/security/BYS360_RED_GATE_XSS_FINAL_LOCAL_NOTE_20260707.md,security,2026-07-08,none,ARCHIVE_CANDIDATE
reports/security/a6b_backups/.gitignore,security,2026-07-08,none,ARCHIVE_CANDIDATE
reports/security/a6b_backups/.releaseignore,security,2026-07-08,none,ARCHIVE_CANDIDATE
reports/security/a6b_backups/500.html,security,2026-07-08,none,ARCHIVE_CANDIDATE
docs/archive/legacy-root/BYS360_HANDOVER_MANIFEST.json,archive,2026-07-08,other-doc-link,ALREADY_ARCHIVED
docs/archive/legacy-root/BYS360_OPS_HARDENING_V1_MANIFEST.json,archive,2026-07-08,other-doc-link,ALREADY_ARCHIVED
docs/archive/legacy-root/BYS360_OPS_HARDENING_V2_TRIAGE_MANIFEST.json,archive,2026-07-08,other-doc-link,ALREADY_ARCHIVED
